Glacier Name (FINAL),Country,State/Province/First Order Administrative Area,Latitude,Longitude,Coverage Spatial,GLIMS ID,Historical or Variant Name,Documentation Notes - CLEAN,Documentation Notes
The Sphinx,United States,California,36.7710493,-118.5509316,"The Sphinx (Fresno, California, United States, North America) (pillar)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Theodulpass,Switzerland; Italy,,45.943329,7.708603,"Theodulpass (Switzerland, Europe) - (Italy, Europe) (pass)",,,NGA GeoNames / constructed / no GLIMS / 11/6/2018 KF,NGA GeoNames / constructed / no GLIMS / 11/6/2018 KF
Thierthal Glacier,Switzerland,Bern,,,"Thierthal Glacier (Bern, Switzerland, Europe) (glacier)",,,Reid photo is of Strahlegg glacier,Reid photo is of Strahlegg glacier
Thomas Bay,United States,Alaska,57.0313889,-132.8536111,"Thomas Bay (Wrangell-Petersburg, Alaska, United States, North America) (bay)",,Taalkw,GNIS / Getty / no GLIMS 11/2/18 SB - Sumdum A-3,GNIS / Getty / no GLIMS 11/2/18 SB - Sumdum A-3
Thompson Creek,United States,Montana,48.5480247,-113.6195525,"Thompson Creek (Flathead, Montana, United States, North America) (creek)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Thompson Glacier,Canada,Nunavut,79.466667,-90.5,"Thompson Glacier (Nunavut, Canada, North America) (glacier)",G269330E79673N,,coordinates Natural Resources Canada / coverage Natural Resources Canada / GLIMS 11/1/18 SB,coordinates Natural Resources Canada / coverage Natural Resources Canada / GLIMS 11/1/18 SB
Thompson Peak,United States,California,,,"Thompson Peak (Trinity, California, United States, North America) (peak)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Three Forks Park,United States,Wyoming,43.1977264,-109.7423762,"Three Forks Park (Sublette, Wyoming, United States, North America) (park)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Through Glacier,United States; Canada,Alaska; British Columbia,55.9844,-130.3672,"Through Glacier (Ketchikan, Alaska, United States, North America) - (British Columbia, Canada, North America) (province)",G229632E55987N,,GLIMS verified; coordaines NSIDC database; coverage built; include BC in additonal coverage,GLIMS verified; coordaines NSIDC database; coverage built; include BC in additonal coverage
Thulagi Glacier,Nepal,,28.48,84.5,"Thulagi Glacier (Nepal, Asia) (glacier)",G084537E28518N,,WGMS coordinates / Constructed / GLIMS from WGMS / 11/15/2018 KF,WGMS coordinates / Constructed / GLIMS from WGMS / 11/15/2018 KF
Thule / Qaanaap Kommunia (Administrative area),Greenland,Qaasuitsup,77.5,-69.166667,"Qaanaap Kommunia (Greenland, North America) (historical first-order administrative division)",,w,NGA GeoNames / Constructed / No GLIMS / 10/3/2018 KF - administrative area (historical) includes some areas outside of Thule AFB,NGA GeoNames / Constructed / No GLIMS / 10/3/2018 KF - administrative area (historical) includes some areas outside of Thule AFB
Thule Air Base,Greenland,Qaasuitsup,76.5312,-68.70316,"Thule Air Base (Qaasuitsup, Greenland, North America) (administrative division)",,Thule AFB; Pituffik,"NGA GeoNames / Constructed / No GLIMS / 10/3/2018 KF - List of Magnetic Ground Stations. Coverage for Greenland for photographs taken by BWW. Pituffik refers to the administrative division. (Thule AFB is variant name of Pituffik, and vice versa, civilian vs. military)","NGA GeoNames / Constructed / No GLIMS / 10/3/2018 KF - List of Magnetic Ground Stations. Coverage for Greenland for photographs taken by BWW. Pituffik refers to the administrative division. (Thule AFB is variant name of Pituffik, and vice versa, civilian vs. military)"
Thumb Glacier,United States,Alaska,55.9841469,-130.2442506,"Thumb Glacier (Prince of Wales-Outer Ketchikan, Alaska, United States, North America) (glacier)",G229760E55984N,,coordinates GNIS; coverage Getty; glims verified 5/3/18 AM - all information is correct 10/24/18 AM,coordinates GNIS; coverage Getty; glims verified 5/3/18 AM - all information is correct 10/24/18 AM
Thunder Glacier,United States,Washington,48.7734723,-121.8627278,"Thunder Glacier (Whatcom, Washington, United States, North America) (glacier)",G238139E48774N,,GNIS / Constructed / GLIMS / 11/21/2018 KF,GNIS / Constructed / GLIMS / 11/21/2018 KF
Thunderbird Glacier,United States,Montana,48.9350369,-114.0372103,"Thunderbird Glacier (Glacier, Montana, United States, North America) (glacier)",G245958E48935N,,coordinates GNIS; coverage built; glims verified 3/26/18 AM,coordinates GNIS; coverage built; glims verified 3/26/18 AM
Thutade Lake,Canada,British Columbia,56.879167,-126.983333,"Thutade Lake (Cassiar Land District, British Columbia, Canada, North America) (lake)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Vadret Tiatscha (La Cudera),Switzerland,Graubünden,46.839304,10.093683,"Vadret Tiatscha [La Cudera] (Lavin, Graubünden, Switzerland, Europe) (glacier)",G010094E46843N,Vadret Tiatscha (La Cudera),coordinates & coverage Swiss Glaciers; glims verified 11/08/18 AM,coordinates & coverage Swiss Glaciers; glims verified 11/08/18 AM
Tiedemann Glacier,Canada,British Columbia,51.333333,-125.05,"Tiedemann Glacier (Range 2 Coast Land District, British Columbia, Canada, North America) (glacier)",G234818E51352N,,coordinates Natural Resources Canada / coverage Natural Resources Canada / GLIMS 11/1/18 SB,coordinates Natural Resources Canada / coverage Natural Resources Canada / GLIMS 11/1/18 SB
Tiefengletscher,Switzerland,Uri,46.609375,8.437224,"Tiefengletscher (Realp, Uri, Switzerland, Europe) (glacier)",G008426E46612N,Tiefengletscher,coordinates & coverage Swiss Glaciers; glims verified 11/08/18 AM,coordinates & coverage Swiss Glaciers; glims verified 11/08/18 AM
Tiefmattengletscher,Switzerland,Valais,45.98082,7.61716,"Tiefmattengletscher (Valais, Switzerland, Europe) (glacier)",,Tiefmattengletscher; Tiefenmattengletscher; Tiffenmatten Glacier,Coordinates Schweizerische Eidgenossenschaft / Constructed / No GLIMS / 2/14/2019 KF,Coordinates Schweizerische Eidgenossenschaft / Constructed / No GLIMS / 2/14/2019 KF
Tiger Glacier,United States,Alaska,60.1717,-148.5539,"Tiger Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",G211467E60175N,,coordinates NSIDC; coverage Getty; glims verified 7/5/18,coordinates NSIDC; coverage Getty; glims verified 7/5/18
Tigertail Glacier,United States,Alaska,60.2227898,-148.4275769,"Tigertail Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",G211467E60175N,,GNIS / Getty / GLIMS couldn't be verified (existed in record before updating) / 2018/08/21 KF - Coordinates are from Seward A-4 map,GNIS / Getty / GLIMS couldn't be verified (existed in record before updating) / 2018/08/21 KF - Coordinates are from Seward A-4 map
Tikke Glacier,Canada,British Columbia,59.3,-137.25,"Tikke Glacier (Cassiar Land District, British Columbia, Canada, North America) (glacier)",G222900E59293N,,coordinates Natural Resources Canada; coverage built; glims verified 8/21/18 AM,coordinates Natural Resources Canada; coverage built; glims verified 8/21/18 AM
Timberline Lodge,United States,Oregon,45.3312225,-121.7112511,"Timberline Lodge (Clackamas, Oregon, United States, North America) (inhabited place)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Tipsoo Lake,United States,Washington,46.8691638,-121.5172818,"Tipsoo Lake (Pierce, Washington, United States, North America) (lake)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Tired Pup Glacier,United States,Alaska,61.4833097,-153.951941,"Tired Pup Glacier (Bethel, Alaska, United States, North America) (glacier)",G206048E61485N,,"from GNIS: extends NW at head of Tired Pup Creek, 4.5 mi. SW of Mount Mausolus and 75 mi. N of Lake Clark, Alaska Range
coordinates GNIS map name Lime Hills B-3; coverage Getty; glims verified 8/20/18 AM","from GNIS: extends NW at head of Tired Pup Creek, 4.5 mi. SW of Mount Mausolus and 75 mi. N of Lake Clark, Alaska Range
coordinates GNIS map name Lime Hills B-3; coverage Getty; glims verified 8/20/18 AM"
Titcomb Lakes,United States,Wyoming,43.1146895,-109.6381974,"Titcomb Lakes (Sublette, Wyoming, United States, North America) (lake)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Tlikakila River,United States,Alaska,60.43,-153.7858,"Tlikakila River (Alaska, United States, North America) (glacier)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Toboggan Glacier,United States,Alaska,61.0217,-148.2769,"Toboggan Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",G211717E61008N,,coordinates nsidc; coverage Getty; glims verified 7/5/18 AM,coordinates nsidc; coverage Getty; glims verified 7/5/18 AM
Tofana di Rozes,Italy,Veneto,46.53707,12.05082,"Tofana di Rozes (Cortina d'Ampezzo, Belluno, Veneto, Italy, Europe) (peak)",,,coordinates & coverage GeoNames 2/18/19 AM,coordinates & coverage GeoNames 2/18/19 AM
Tok Glacier,United States,Alaska,63.1383202,-144.2064303,"Tok Glacier (Southeast Fairbanks, Alaska, United States, North America) (glacier)",G215796E63139N,,GNIS / Getty / GLIMS 10/29/18 SB,GNIS / Getty / GLIMS 10/29/18 SB
Toklat River,United States,Alaska,63.4008333,-149.9116667,"Toklat River (Yukon-Koyukuk - Denali, Alaska, United States, North America) (river)",,,GNIS / Constructed / No GLIMS / 12/26/2018 KF - coordinates are for source.,GNIS / Constructed / No GLIMS / 12/26/2018 KF - coordinates are for source.
Tokositna Glacier,United States,Alaska,62.7913352,-150.8187852,"Tokositna Glacier (Matanuska-Susitna, Alaska, United States, North America) (glacier)",G209181E62791N,Tokichitna Glacier; Tuqashitnu Li'a,"Variant names: Tokichitna Glacier; Tuqashitnu Li'a
coordinates GNIS map name Talkeetna D-2; coverage built; glims verified 8/13/18 AM","Variant names: Tokichitna Glacier; Tuqashitnu Li'a
coordinates GNIS map name Talkeetna D-2; coverage built; glims verified 8/13/18 AM"
Tokositna River,United States,Alaska,,,"Tokositna River (Matanuska-Susitna, Alaska, United States, North America) (river)",,,General coverage for river.,
Tongue Glacier,United States,Alaska,60.0648254,-153.2151417,"Tongue Glacier (Kenai Peninsula, Alaska, United States, North America) (glacier)",G206771E60058N,,coordinates GNIS; coverage Getty; glims verified 3/12/18 AM,coordinates GNIS; coverage Getty; glims verified 3/12/18 AM
Topeka Glacier,United States,Alaska,58.93470,-137.08390,"Topeka Glacier (Skagway - Hoonah-Angoon, Alaska, United States, North America) (glacier) ",G222885E58933N,,coordinates NSIDC database; coverage Getty; glims verified 2/13/18 AM zeros added to lat/lon 10/05/18 AM,coordinates NSIDC database; coverage Getty; glims verified 2/13/18 AM zeros added to lat/lon 10/05/18 AM
Torqussâq (island),Greenland,Qaasuitsup,67.183333,-51.933333,"Torqussâq (Qaasuitsup, Greenland, North America) (island)",,Tokusak,NGA GeoNames / Constructed / no GLIMS / 10/3/2018 KF,NGA GeoNames / Constructed / no GLIMS / 10/3/2018 KF
Torqussârssuk,Greenland,Qaasuitsup,73.366667,-56.616667,"Torqussârssuk (Qaasuitsup, Greenland, North America) (island)",,,NGA GeoNames / Constructed / no GLIMS / 10/3/2018 KF,NGA GeoNames / Constructed / no GLIMS / 10/3/2018 KF
Torssukatak Glacier,Greenland,,,,"Torssukatak Glacier (Greenland, North America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Toyatte Glacier,United States,Alaska,58.9114940,-137.1177483,"Toyatte Glacier (Skagway - Hoonah-Angoon, Alaska, United States, North America) (glacier)",G222883E58911N,,coordinates GNIS; coverage Getty; glims verified 2/13/18 AM zero added to lat 10/05/18 AM,coordinates GNIS; coverage Getty; glims verified 2/13/18 AM zero added to lat 10/05/18 AM
Tracy Glacier,Greenland,,77.65,-66.5,"Tracy Glacier (Greenland, North America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Trail Glacier,United States,Alaska,60.5540073,-148.9089194,"Trail Glacier (Kenai Peninsula, Alaska, United States, North America) (glacier)",G211075E60552N,,GNIS / Getty / GLIMS 10/29/18 SB - Seward C-6,GNIS / Getty / GLIMS 10/29/18 SB - Seward C-6
Ghiacciaio del Trajo,Italy,Valle d' Aosta,45.5971,7.2719,"Ghiacciaio del Trajo (Cogne, Valle d' Aosta, Italy, Europe) (glacier)",G007276E45599N,Ghiacciaio del Trajo,coordinates wgms csv; coverage built; glims verified http://www.glaciologia.it/wp-content/uploads/Schede_ghiacciai/0121_TRAJO.pdf,coordinates wgms csv; coverage built; glims verified http://www.glaciologia.it/wp-content/uploads/Schede_ghiacciai/0121_TRAJO.pdf
Tre Cime di Lavaredo,Italy,Veneto,46.619,12.30185,"Tre Cime di Lavaredo (Veneto, Italy, Europe) (peaks)",,Drei Zennin; Cime di Lavaredo,coordinates & coverage GeoNames 2/18/19 AM,coordinates & coverage GeoNames 2/18/19 AM
Glacier de Tré-la-Tête,France,Auvergne-Rhône-Alpes,45.7941,6.7894,"Glacier de Tré-la-Tête (Haute-Savoie, Auvergne-Rhône-Alpes, France, Europe) (glacier)",,Glacier de Tré-la-Tête,coordinates wgms csv; no glims 11/14/18 AM coverage built 11/15/18 AM,coordinates wgms csv; no glims 11/14/18 AM coverage built 11/15/18 AM
Trident Glacier,United States,Alaska,63.6033114,-146.4694664,"Trident Glacier (Southeast Fairbanks, Alaska, United States, North America) (glacier)",G213532E63598N,,coordinates GNIS Mount-Hayes C-5 map; coverage Getty; glims verified 7/11/18 AM,coordinates GNIS Mount-Hayes C-5 map; coverage Getty; glims verified 7/11/18 AM
Trident Volcano,United States,Alaska,58.2341856,-155.1017018,"Trident Volcano (Kodiak Island - Lake and Peninsula, Alaska, United States, North America) (summit)",,"Mount Trident, The Trident",coordinates GNIS; coverage built; no glims 1/15/19 AM,coordinates GNIS; coverage built; no glims 1/15/19 AM
Glacier du Trient,Switzerland,Valais,46.006709,7.029412,"Glacier du Trient (Trient, Valais, Switzerland, Europe) (glacier)",G007026E45991N,Glacier du Trient,"coordinates & coverage Swiss glaciers, glims verified 11/08/18 AM","coordinates & coverage Swiss glaciers, glims verified 11/08/18 AM"
Triftgletscher (Gadmen),Switzerland,Bern,46.668449,8.36644,"Triftgletscher [Gadmen] (Gadman, Bern, Switzerland, Europe) (glacier)",G008379E46648N; G008126E46496N; G008110E46487N,Triftgletscher (Gadmen),coordinates & coverage Swiss glaciers; 3 glims IDs main/NE/SW 11/08/18 AM,coordinates & coverage Swiss glaciers; 3 glims IDs main/NE/SW 11/08/18 AM
